DCID,CLUSTID,CID,CLUST_VM_Count,CLUST_HOST_Count, HOST_VMCount ,HOSTID
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 22e4df91-ea01-43d7-a39e-337cd1d39c34      , c367f78a-b003-449d-8dee-bc85c21ff671 ,335,10,41, BRL0030BRZ   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRT   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,33, BRL0030BS6   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRN   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSS   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,34, BRL0030BS7   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSH   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 22e4df91-ea01-43d7-a39e-337cd1d39c34      , c367f78a-b003-449d-8dee-bc85c21ff671 ,335,10,43, BRL0030BST   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 22e4df91-ea01-43d7-a39e-337cd1d39c34      , c367f78a-b003-449d-8dee-bc85c21ff671 ,335,10,35, BRL0030BSD   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRV   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 22e4df91-ea01-43d7-a39e-337cd1d39c34      , c367f78a-b003-449d-8dee-bc85c21ff671 ,335,10,29, BRL0030BSL   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSJ   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSQ   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRX   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSP   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,38, BRL0030BRY   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSR   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,39, BRL0030BRK   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSW   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 22e4df91-ea01-43d7-a39e-337cd1d39c34      , c367f78a-b003-449d-8dee-bc85c21ff671 ,335,10,40, BRL0030BSX   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRW   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 22e4df91-ea01-43d7-a39e-337cd1d39c34      , c367f78a-b003-449d-8dee-bc85c21ff671 ,335,10,24, BRL0030BSK   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 22e4df91-ea01-43d7-a39e-337cd1d39c34      , c367f78a-b003-449d-8dee-bc85c21ff671 ,335,10,37, BRL0030BSG   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,31, BRL0030BS0   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRJ   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,46, BRL0030BR4   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRP   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSC   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,43, BRL0030BRM   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , 133ec8de-3c3d-4e3b-810b-8508a42b3f40      , c367f78a-b003-449d-8dee-bc85c21ff671 ,370,10,28, BRL0030BSN   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRH   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , bb17ae31-32fd-497d-8f45-827095316519      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BRQ   
 b3f8dad4-d060-4bd1-9fbe-f233ee414975:Datacenter:datacenter-2      , a05be4a1-bee7-4eff-b507-141b1a7e70d8      , c367f78a-b003-449d-8dee-bc85c21ff671 ,0,10,0, BRL0030BSV   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,8, BRC8149RH4   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,42, BRC8159RRB   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,47, BRC8149RH9   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,32, BRC8159RRC   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,36, BRC8149RH6   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,3, BRC8149RH8   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,10, BRC8149RH5   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,46, BRC8149RH7   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,7, BRC8149RH2   
 176f83f6-948e-447a-a3b2-c1ecbcb319d0:Datacenter:datacenter-2      , c03e4c45-354d-4092-84da-8887af27d06b      , c3a5789c-fac3-4db8-ac38-792258fe6df6 ,274,10,43, BRC8149RH3   
 6233F95F-3D59-4B3B-ABE3-34EB55E8B00D:Datacenter:datacenter-47995  , ef7ac647-22cf-44b9-be43-06d28d91fbca      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,19,2,8, CZ3902MB6Z   
 6233F95F-3D59-4B3B-ABE3-34EB55E8B00D:Datacenter:datacenter-47995  , ef7ac647-22cf-44b9-be43-06d28d91fbca      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,19,2,11, CZ3902MB70   
 2ac7cbda-b4c2-461a-9912-9adeb694ff15:Datacenter:datacenter-2      , 70c02e2a-effe-4e28-8a1c-32b83a74e71b      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,10,2,7, CZ3852LT03   
 27D5D80E-AB98-4E86-8945-6C34B05FF272:Datacenter:datacenter-441    , f044bdf2-4afe-4218-bac5-73b26c393eef      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,42,2,14, CZ3852LT07   
 618b6369-25fc-4b5c-b1de-cefb2d299857:Datacenter:datacenter-2      , 56216a9c-d08f-4f85-8b61-57b18d180b70      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,40,2,18, CZ3802DSRY   
 27D5D80E-AB98-4E86-8945-6C34B05FF272:Datacenter:datacenter-441    , f044bdf2-4afe-4218-bac5-73b26c393eef      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,42,2,28, CZ3852LT05   
 6233F95F-3D59-4B3B-ABE3-34EB55E8B00D:Datacenter:datacenter-47461  , ad2e9b30-5e7e-4611-b9a4-018f23dec4aa      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,74,3,4, CZ3852LT09   
 6233F95F-3D59-4B3B-ABE3-34EB55E8B00D:Datacenter:datacenter-48002  , 2a93beaf-a13e-4dba-8711-9c1d19376f12      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,8,2,3, CZ3902MB6V   
 6233F95F-3D59-4B3B-ABE3-34EB55E8B00D:Datacenter:datacenter-47461  , ad2e9b30-5e7e-4611-b9a4-018f23dec4aa      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,74,3,33, CZ3852LT0C   
 618b6369-25fc-4b5c-b1de-cefb2d299857:Datacenter:datacenter-2      , 56216a9c-d08f-4f85-8b61-57b18d180b70      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,40,2,22, CZ3802DSRT   
 2ac7cbda-b4c2-461a-9912-9adeb694ff15:Datacenter:datacenter-2      , 70c02e2a-effe-4e28-8a1c-32b83a74e71b      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,10,2,3, CZ3852LT04   
 6233F95F-3D59-4B3B-ABE3-34EB55E8B00D:Datacenter:datacenter-47461  , ad2e9b30-5e7e-4611-b9a4-018f23dec4aa      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,74,3,37, CZ3852LT0F   
 6233F95F-3D59-4B3B-ABE3-34EB55E8B00D:Datacenter:datacenter-48002  , 2a93beaf-a13e-4dba-8711-9c1d19376f12      , c3ddbd4b-3397-4d1d-8465-acd0b5c9aa1f ,8,2,5, CZ3902MB6W   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 7b4fb33b-971f-4274-8c89-744daa0ef723      , c44590dd-253e-4717-b57a-612877036d89 ,193,5,3, 5N5YDH2      
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-251    , 05140950-21e6-402b-b5a3-b0424bcea126      , c44590dd-253e-4717-b57a-612877036d89 ,88,3,40, 2M2815049M   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 7b4fb33b-971f-4274-8c89-744daa0ef723      , c44590dd-253e-4717-b57a-612877036d89 ,193,5,2, 5N6RDH2      
 b086fdb4-cfd3-4b1d-8c6b-2c153d54320f:Datacenter:datacenter-167    , 3167fdbb-770e-4402-b9ff-ccd57830ee8d      , c44590dd-253e-4717-b57a-612877036d89 ,11,1,11, 2M2815049P   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 465e84ba-063d-482b-9227-39c7dbca3d36      , c44590dd-253e-4717-b57a-612877036d89 ,108,6,27, 2M281905TG   
 b086fdb4-cfd3-4b1d-8c6b-2c153d54320f:Datacenter:datacenter-2      , 78e0c028-03c6-4430-b6e5-5da6001295d9      , c44590dd-253e-4717-b57a-612877036d89 ,59,4,4, 5N6SDH2      
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-202    , 976fed80-0a0b-45c2-be94-8f56a32e21f2      , c44590dd-253e-4717-b57a-612877036d89 ,97,3,35, 2M2815047X   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-567    , 02875a44-0480-4454-aeaf-3aaac4f2344a      , c44590dd-253e-4717-b57a-612877036d89 ,7,2,5, 2M282801GF   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 7b4fb33b-971f-4274-8c89-744daa0ef723      , c44590dd-253e-4717-b57a-612877036d89 ,193,5,64, 5N62HH2      
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-362    , 586452bd-97ed-4631-b53c-260e8218c4df      , c44590dd-253e-4717-b57a-612877036d89 ,6,2,2, 2M282801H9   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-48496  , 51e32c61-9b25-4c0e-81a6-61b2aa98d117      , c44590dd-253e-4717-b57a-612877036d89 ,44,2,41, 2M284200VB   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-48496  , 51e32c61-9b25-4c0e-81a6-61b2aa98d117      , c44590dd-253e-4717-b57a-612877036d89 ,44,2,3, 2M284200VC   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-251    , 05140950-21e6-402b-b5a3-b0424bcea126      , c44590dd-253e-4717-b57a-612877036d89 ,88,3,21, 2M2815049J   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-462    , 1c53aff0-48fa-426d-bd91-c82ca3ee47b5      , c44590dd-253e-4717-b57a-612877036d89 ,5,2,4, 2M282801GV   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-240    , 79f9d04b-f91b-44ec-8b3d-e0f2ff27bc01      , c44590dd-253e-4717-b57a-612877036d89 ,118,6,32, 2M28150485   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-186    , 40f16403-f393-41c5-bd34-149ba779699f      , c44590dd-253e-4717-b57a-612877036d89 ,99,4,20, 2M281700Q3   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-186    , 40f16403-f393-41c5-bd34-149ba779699f      , c44590dd-253e-4717-b57a-612877036d89 ,99,4,12, 2M281700Q4   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-216    , c1a1d667-062b-4972-b68b-e73441df9ba2      , c44590dd-253e-4717-b57a-612877036d89 ,0,1,0, 2M2815049R   
 b086fdb4-cfd3-4b1d-8c6b-2c153d54320f:Datacenter:datacenter-2      , 78e0c028-03c6-4430-b6e5-5da6001295d9      , c44590dd-253e-4717-b57a-612877036d89 ,59,4,9, 71MQRD2      
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-216    , bf1008d5-5cb4-48c3-b266-6347bdd4e041      , c44590dd-253e-4717-b57a-612877036d89 ,14,2,10, 2M2815049Q   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-21563  , 010d05bd-ad5c-4a96-9c50-6855d8c5a932      , c44590dd-253e-4717-b57a-612877036d89 ,50,2,14, 2M2834028M   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-240    , 79f9d04b-f91b-44ec-8b3d-e0f2ff27bc01      , c44590dd-253e-4717-b57a-612877036d89 ,118,6,27, 2M28150483   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 7b4fb33b-971f-4274-8c89-744daa0ef723      , c44590dd-253e-4717-b57a-612877036d89 ,193,5,74, 5N63HH2      
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-195    , 858d70d3-da51-43e3-9287-bab3fea2f702      , c44590dd-253e-4717-b57a-612877036d89 ,51,2,27, 2M2815049C   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-586    , 319ca1e4-1c16-471d-8149-3742909463f9      , c44590dd-253e-4717-b57a-612877036d89 ,5,2,0, 2M282801GZ   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-251    , 05140950-21e6-402b-b5a3-b0424bcea126      , c44590dd-253e-4717-b57a-612877036d89 ,88,3,27, 2M2815049L   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-240    , 79f9d04b-f91b-44ec-8b3d-e0f2ff27bc01      , c44590dd-253e-4717-b57a-612877036d89 ,118,6,19, 2M28150482   
 b086fdb4-cfd3-4b1d-8c6b-2c153d54320f:Datacenter:datacenter-2      , 78e0c028-03c6-4430-b6e5-5da6001295d9      , c44590dd-253e-4717-b57a-612877036d89 ,59,4,23, 71MPRD2      
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-567    , 02875a44-0480-4454-aeaf-3aaac4f2344a      , c44590dd-253e-4717-b57a-612877036d89 ,7,2,2, 2M282801GJ   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-586    , 319ca1e4-1c16-471d-8149-3742909463f9      , c44590dd-253e-4717-b57a-612877036d89 ,5,2,5, 2M282801H8   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-181    , 5c283ae2-d738-474f-aed7-36162aa084e7      , c44590dd-253e-4717-b57a-612877036d89 ,37,4,4, USE728CWF9   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-462    , 1c53aff0-48fa-426d-bd91-c82ca3ee47b5      , c44590dd-253e-4717-b57a-612877036d89 ,5,2,1, 2M282801GM   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-240    , 79f9d04b-f91b-44ec-8b3d-e0f2ff27bc01      , c44590dd-253e-4717-b57a-612877036d89 ,118,6,8, 2M28150480   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-240    , 79f9d04b-f91b-44ec-8b3d-e0f2ff27bc01      , c44590dd-253e-4717-b57a-612877036d89 ,118,6,11, 2M28150481   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-202    , 976fed80-0a0b-45c2-be94-8f56a32e21f2      , c44590dd-253e-4717-b57a-612877036d89 ,97,3,13, 2M2815047V   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-21563  , 010d05bd-ad5c-4a96-9c50-6855d8c5a932      , c44590dd-253e-4717-b57a-612877036d89 ,50,2,36, 2M2834028N   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-186    , 40f16403-f393-41c5-bd34-149ba779699f      , c44590dd-253e-4717-b57a-612877036d89 ,99,4,32, 2M281700Q5   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 465e84ba-063d-482b-9227-39c7dbca3d36      , c44590dd-253e-4717-b57a-612877036d89 ,108,6,20, 2M281704VH   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 465e84ba-063d-482b-9227-39c7dbca3d36      , c44590dd-253e-4717-b57a-612877036d89 ,108,6,12, 2M281905TF   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-181    , 5c283ae2-d738-474f-aed7-36162aa084e7      , c44590dd-253e-4717-b57a-612877036d89 ,37,4,17, USE728CWFA   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 465e84ba-063d-482b-9227-39c7dbca3d36      , c44590dd-253e-4717-b57a-612877036d89 ,108,6,18, 2M281905TH   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-186    , 40f16403-f393-41c5-bd34-149ba779699f      , c44590dd-253e-4717-b57a-612877036d89 ,99,4,35, 2M281700Q2   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-240    , 79f9d04b-f91b-44ec-8b3d-e0f2ff27bc01      , c44590dd-253e-4717-b57a-612877036d89 ,118,6,21, 2M28150484   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-202    , 976fed80-0a0b-45c2-be94-8f56a32e21f2      , c44590dd-253e-4717-b57a-612877036d89 ,97,3,49, 2M2815047W   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-362    , 586452bd-97ed-4631-b53c-260e8218c4df      , c44590dd-253e-4717-b57a-612877036d89 ,6,2,4, 2M282801H6   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-324    , 7944949e-deda-494a-860f-e31b7fdd9cca      , c44590dd-253e-4717-b57a-612877036d89 ,5,2,4, 2M282801GH   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 7b4fb33b-971f-4274-8c89-744daa0ef723      , c44590dd-253e-4717-b57a-612877036d89 ,193,5,50, 5N64HH2      
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-181    , 5c283ae2-d738-474f-aed7-36162aa084e7      , c44590dd-253e-4717-b57a-612877036d89 ,37,4,6, USE728CWF8   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-216    , bf1008d5-5cb4-48c3-b266-6347bdd4e041      , c44590dd-253e-4717-b57a-612877036d89 ,14,2,4, 2M2815049N   
 586af185-1252-4c26-849f-bded8e347914:Datacenter:datacenter-324    , 7944949e-deda-494a-860f-e31b7fdd9cca      , c44590dd-253e-4717-b57a-612877036d89 ,5,2,1, 2M282801GG   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 465e84ba-063d-482b-9227-39c7dbca3d36      , c44590dd-253e-4717-b57a-612877036d89 ,108,6,14, 2M281700QF   
 b086fdb4-cfd3-4b1d-8c6b-2c153d54320f:Datacenter:datacenter-2      , 78e0c028-03c6-4430-b6e5-5da6001295d9      , c44590dd-253e-4717-b57a-612877036d89 ,59,4,23, 71MRRD2      
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-181    , 5c283ae2-d738-474f-aed7-36162aa084e7      , c44590dd-253e-4717-b57a-612877036d89 ,37,4,10, MXQ816047N   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-229    , 465e84ba-063d-482b-9227-39c7dbca3d36      , c44590dd-253e-4717-b57a-612877036d89 ,108,6,17, 2M281700QD   
 0a1dba94-d9b0-420b-9909-ded24628dfe4:Datacenter:datacenter-195    , 858d70d3-da51-43e3-9287-bab3fea2f702      , c44590dd-253e-4717-b57a-612877036d89 ,51,2,24, 2M2815049D   
 73c98fe1-b4be-4861-b882-804040dd6001:Datacenter:datacenter-21     , aaafca1b-2a49-4b74-b0e1-59172fd12763      , c50205ad-f04f-43f3-b5f9-7613dead467e ,51,3,13, 2M29460BT4   
 73c98fe1-b4be-4861-b882-804040dd6001:Datacenter:datacenter-21     , aaafca1b-2a49-4b74-b0e1-59172fd12763      , c50205ad-f04f-43f3-b5f9-7613dead467e ,51,3,20, 2M29460BT5   
 73c98fe1-b4be-4861-b882-804040dd6001:Datacenter:datacenter-21     , aaafca1b-2a49-4b74-b0e1-59172fd12763      , c50205ad-f04f-43f3-b5f9-7613dead467e ,51,3,18, 2M29460BT6   
 f4edb086-bcb9-4522-a132-bf710b0d2af8:Datacenter:datacenter-21     , 135c4f89-1f92-4000-baa4-ddec9247b378      , c50205ad-f04f-43f3-b5f9-7613dead467e ,82,2,45, 2M292900PH   
 f4edb086-bcb9-4522-a132-bf710b0d2af8:Datacenter:datacenter-21     , 135c4f89-1f92-4000-baa4-ddec9247b378      , c50205ad-f04f-43f3-b5f9-7613dead467e ,82,2,37, 2M292900PJ   
 ecd94680-1806-4092-9e77-0890b29f2bf9:Datacenter:datacenter-2      , 3a8049aa-ede7-415a-8a4b-a13dbab62960      , c564ffff-1ffd-4e95-8e35-269ce2052231 ,67,4,9, SGH837WDKB   
 ecd94680-1806-4092-9e77-0890b29f2bf9:Datacenter:datacenter-2      , 3a8049aa-ede7-415a-8a4b-a13dbab62960      , c564ffff-1ffd-4e95-8e35-269ce2052231 ,67,4,23, SGH950XFNQ   
 ecd94680-1806-4092-9e77-0890b29f2bf9:Datacenter:datacenter-2      , 3a8049aa-ede7-415a-8a4b-a13dbab62960      , c564ffff-1ffd-4e95-8e35-269ce2052231 ,67,4,7, SGH837WDK2   
 ecd94680-1806-4092-9e77-0890b29f2bf9:Datacenter:datacenter-2      , 3a8049aa-ede7-415a-8a4b-a13dbab62960      , c564ffff-1ffd-4e95-8e35-269ce2052231 ,67,4,28, SGH837WDK6   
 7591462b-29db-4d05-9e3b-e4e7be7aca9d:Datacenter:datacenter-12     , fec2cdae-6f50-4fd3-ba52-62cf8ac13e8d      , c580de37-168f-4b7a-a191-6d927ed19a41 ,57,2,7, CZ3918SS5W   
 7591462b-29db-4d05-9e3b-e4e7be7aca9d:Datacenter:datacenter-2      , fb0b49fb-57dc-427e-af17-dce84ce6c8fa      , c580de37-168f-4b7a-a191-6d927ed19a41 ,77,2,23, CZ200505G6   
 7591462b-29db-4d05-9e3b-e4e7be7aca9d:Datacenter:datacenter-2      , fb0b49fb-57dc-427e-af17-dce84ce6c8fa      , c580de37-168f-4b7a-a191-6d927ed19a41 ,77,2,54, CZ200505G5   
 7591462b-29db-4d05-9e3b-e4e7be7aca9d:Datacenter:datacenter-7      , 67a0ba22-79e7-4c1d-aa46-b940f7889ee6      , c580de37-168f-4b7a-a191-6d927ed19a41 ,29,2,14, CZ3918SS5R   
