DCID,CLUSTID,CID,CLUST_VM_Count,CLUST_HOST_Count, HOST_VMCount ,HOSTID
 6c7922e9-a5ad-4069-8d13-491c3f51d809:Datacenter:datacenter-2      , bec62af3-6c56-48f2-b2f5-c6a397192e5b      , 00000000-0000-0000-0000-000000000000 ,36,2,1, CZ29190F9S   
 6c7922e9-a5ad-4069-8d13-491c3f51d809:Datacenter:datacenter-2      , bec62af3-6c56-48f2-b2f5-c6a397192e5b      , 00000000-0000-0000-0000-000000000000 ,36,2,35, CZ29190F9R   
 3c524bd5-7201-48d6-957d-db7cdf8a75dd-Tampa                        , 34144781-2739-48a0-91d4-e3b8d7a1cbe3-demo , 00000000-0000-0000-0000-000000000006 ,97,4,10, 2M282207EW   
 3c524bd5-7201-48d6-957d-db7cdf8a75dd-Tampa                        , 34144781-2739-48a0-91d4-e3b8d7a1cbe3-demo , 00000000-0000-0000-0000-000000000006 ,97,4,33, 2M282207EQ   
 3c524bd5-7201-48d6-957d-db7cdf8a75dd-Tampa                        , 34144781-2739-48a0-91d4-e3b8d7a1cbe3-demo , 00000000-0000-0000-0000-000000000006 ,97,4,20, 2M282207ET   
 ff4d4636-5607-400e-9a76-09f8ebf7440f-LA                           , e9c19235-145f-4c3d-970c-0dad680f5171-demo , 00000000-0000-0000-0000-000000000006 ,6,1,6, 8D2XFD9      
 3c524bd5-7201-48d6-957d-db7cdf8a75dd-Tampa                        , 34144781-2739-48a0-91d4-e3b8d7a1cbe3-demo , 00000000-0000-0000-0000-000000000006 ,97,4,33, 2M282207EY   
 2453e3a0-c8e1-4840-b631-c1e9bba26552:Datacenter:datacenter-2      , f7258f42-e845-49d1-9b9c-708d07c8613e      , 00098d95-2a55-4607-a157-5bf0dec3dc33 ,34,2,17, CZ37497PF0   
 2453e3a0-c8e1-4840-b631-c1e9bba26552:Datacenter:datacenter-2      , f7258f42-e845-49d1-9b9c-708d07c8613e      , 00098d95-2a55-4607-a157-5bf0dec3dc33 ,34,2,17, CZ37497PF5   
 2453e3a0-c8e1-4840-b631-c1e9bba26552:Datacenter:datacenter-2      , c24468d1-08da-4e13-97eb-8d8fc82231ea      , 00098d95-2a55-4607-a157-5bf0dec3dc33 ,4,1,4, CZ37497PET   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , bc2f303f-f4d1-4ee1-8c43-bd9b8487bcc7      , 0028e62a-5db8-4da2-92d5-27696d29854d ,24,4,5, CZ29470QBD   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , a8a34cb3-ada4-415b-8fd4-749a83db7fe5      , 0028e62a-5db8-4da2-92d5-27696d29854d ,125,4,5, CZ29470QBJ   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , a8a34cb3-ada4-415b-8fd4-749a83db7fe5      , 0028e62a-5db8-4da2-92d5-27696d29854d ,125,4,56, CZ29470QBH   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , bc2f303f-f4d1-4ee1-8c43-bd9b8487bcc7      , 0028e62a-5db8-4da2-92d5-27696d29854d ,24,4,6, CZ29470QBG   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , a8a34cb3-ada4-415b-8fd4-749a83db7fe5      , 0028e62a-5db8-4da2-92d5-27696d29854d ,125,4,44, CZ29470QBK   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , bc2f303f-f4d1-4ee1-8c43-bd9b8487bcc7      , 0028e62a-5db8-4da2-92d5-27696d29854d ,24,4,9, CZ29470QBC   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , bc2f303f-f4d1-4ee1-8c43-bd9b8487bcc7      , 0028e62a-5db8-4da2-92d5-27696d29854d ,24,4,4, CZ29470QBF   
 8862df0e-46c8-4e2d-be06-a5cd0df54c95:Datacenter:datacenter-21     , a8a34cb3-ada4-415b-8fd4-749a83db7fe5      , 0028e62a-5db8-4da2-92d5-27696d29854d ,125,4,20, CZ29470QBL   
 8780d387-b596-4d29-b069-1cb9e2c891c7:Datacenter:datacenter-2      , 5e256138-3e74-4c2b-b415-5b84a26a68f7      , 00558dd8-d507-4d3f-90a9-4727a1c4154e ,26,2,8, CZ200703HR   
 8780d387-b596-4d29-b069-1cb9e2c891c7:Datacenter:datacenter-2      , 5e256138-3e74-4c2b-b415-5b84a26a68f7      , 00558dd8-d507-4d3f-90a9-4727a1c4154e ,26,2,18, CZ200703HQ   
 0e22aa70-eca1-4aaa-8076-e6155bc31ee5:Datacenter:datacenter-58     , f92817a2-b96c-4a12-b635-3e63949f9e66      , 006e719d-312d-4493-af1b-a0a8c4f3554a ,16,2,8, CZ200505GL   
 0e22aa70-eca1-4aaa-8076-e6155bc31ee5:Datacenter:datacenter-58     , f92817a2-b96c-4a12-b635-3e63949f9e66      , 006e719d-312d-4493-af1b-a0a8c4f3554a ,16,2,8, CZ200505GM   
 c4eb3025-fb05-4bce-9d8f-261184ad453a:Datacenter:datacenter-2      , 43f40f4b-d4a1-4016-b266-0f099175f9a8      , 00908f36-5cac-46af-b37c-69588be6c02e ,115,3,18, CZ3728D4HC   
 c4eb3025-fb05-4bce-9d8f-261184ad453a:Datacenter:datacenter-2      , 43f40f4b-d4a1-4016-b266-0f099175f9a8      , 00908f36-5cac-46af-b37c-69588be6c02e ,115,3,34, CZ3728D4HP   
 c4eb3025-fb05-4bce-9d8f-261184ad453a:Datacenter:datacenter-2      , 43f40f4b-d4a1-4016-b266-0f099175f9a8      , 00908f36-5cac-46af-b37c-69588be6c02e ,115,3,63, CZ3728D4FP   
 c175455e-a672-4dfc-baf1-cbdae6df4506:Datacenter:datacenter-2      , 0ce67359-f813-4945-aab1-48d5de3faa85      , 00917260-1fdf-4ba6-ae40-540d1622028a ,9,3,3, 2M201405QK   
 c175455e-a672-4dfc-baf1-cbdae6df4506:Datacenter:datacenter-2      , 0ce67359-f813-4945-aab1-48d5de3faa85      , 00917260-1fdf-4ba6-ae40-540d1622028a ,9,3,3, 2M201405QL   
 c175455e-a672-4dfc-baf1-cbdae6df4506:Datacenter:datacenter-2      , 0ce67359-f813-4945-aab1-48d5de3faa85      , 00917260-1fdf-4ba6-ae40-540d1622028a ,9,3,3, 2M201405QJ   
 fa8c0aa8-677c-45d2-88f7-e3f8481573b4:Datacenter:datacenter-2      , c225880f-c506-4ca2-954d-b7123c70f498      , 00b56b15-4c05-4826-8f1e-d6e7381037b5 ,22,2,14, BRL94608QQ   
 fa8c0aa8-677c-45d2-88f7-e3f8481573b4:Datacenter:datacenter-2      , c225880f-c506-4ca2-954d-b7123c70f498      , 00b56b15-4c05-4826-8f1e-d6e7381037b5 ,22,2,8, BRL94608QP   
 a6dd2911-6f4d-4598-ab32-7f5625c8e5d9:Datacenter:datacenter-2      , f7b3f256-652d-46fe-bcbb-1b68140a319e      , 00c25c63-eb90-4b94-9fef-27531ce082c0 ,28,3,7, 2M20040HWG   
 ac721407-a3e5-4ca8-bb92-25494e42b2e4:Datacenter:datacenter-2      , a2ecae0f-4892-420e-bb9d-8a6d5f334375      , 00c25c63-eb90-4b94-9fef-27531ce082c0 ,29,3,8, 2M20040HWD   
 ac721407-a3e5-4ca8-bb92-25494e42b2e4:Datacenter:datacenter-2      , a2ecae0f-4892-420e-bb9d-8a6d5f334375      , 00c25c63-eb90-4b94-9fef-27531ce082c0 ,29,3,7, 2M20040HWB   
 a6dd2911-6f4d-4598-ab32-7f5625c8e5d9:Datacenter:datacenter-2      , f7b3f256-652d-46fe-bcbb-1b68140a319e      , 00c25c63-eb90-4b94-9fef-27531ce082c0 ,28,3,5, 2M20040HWH   
 a6dd2911-6f4d-4598-ab32-7f5625c8e5d9:Datacenter:datacenter-2      , f7b3f256-652d-46fe-bcbb-1b68140a319e      , 00c25c63-eb90-4b94-9fef-27531ce082c0 ,28,3,16, 2M20040HWF   
 ac721407-a3e5-4ca8-bb92-25494e42b2e4:Datacenter:datacenter-2      , a2ecae0f-4892-420e-bb9d-8a6d5f334375      , 00c25c63-eb90-4b94-9fef-27531ce082c0 ,29,3,14, 2M20040HWC   
 0E63544E-2998-4B29-9733-F653E82B416F:Datacenter:datacenter-2      , 2bc6f8ae-db80-402a-9faa-9dedcad99f79      , 00cd015a-1b07-43b7-a747-e45e9992dcec ,9,1,9, 2M294302L6   
 0E63544E-2998-4B29-9733-F653E82B416F:Datacenter:datacenter-2      , 49a298f2-680e-4b3e-a0a9-800913c91f2d      , 00cd015a-1b07-43b7-a747-e45e9992dcec ,16,2,8, 2M294302L7   
 0E63544E-2998-4B29-9733-F653E82B416F:Datacenter:datacenter-2      , 49a298f2-680e-4b3e-a0a9-800913c91f2d      , 00cd015a-1b07-43b7-a747-e45e9992dcec ,16,2,8, 2M294302L8   
 fc97ecae-db7e-43a5-80c3-b7e063cd555a:Datacenter:datacenter-21     , f9abba29-8be8-41e0-9590-c1511af0d4da      , 0124506a-52bd-438f-82ed-d3a59225a0a3 ,16,2,6, CZ295203HJ   
 fc97ecae-db7e-43a5-80c3-b7e063cd555a:Datacenter:datacenter-21     , f9abba29-8be8-41e0-9590-c1511af0d4da      , 0124506a-52bd-438f-82ed-d3a59225a0a3 ,16,2,10, CZ295203HK   
 56c55b96-35c2-4909-9df4-248c657dcf2c:Datacenter:datacenter-41     , 14a510b3-887f-4d88-b302-a334ade9b191      , 0170ebe6-8ffa-4469-8a09-e043ab07b244 ,17,2,8, CZ293707PB   
 56c55b96-35c2-4909-9df4-248c657dcf2c:Datacenter:datacenter-41     , 536dcda7-a523-4cf3-a1eb-7e109e802e51      , 0170ebe6-8ffa-4469-8a09-e043ab07b244 ,31,2,9, CZ293707P9   
 56c55b96-35c2-4909-9df4-248c657dcf2c:Datacenter:datacenter-41     , 536dcda7-a523-4cf3-a1eb-7e109e802e51      , 0170ebe6-8ffa-4469-8a09-e043ab07b244 ,31,2,22, CZ293707P8   
 ce04b9c3-e291-4054-a1c5-2d3c7961f321:Datacenter:datacenter-2      , bdfb6357-a610-4e04-873f-be6676f92f94      , 0170ebe6-8ffa-4469-8a09-e043ab07b244 ,127,3,33, CZ27500K6W   
 ce04b9c3-e291-4054-a1c5-2d3c7961f321:Datacenter:datacenter-2      , bdfb6357-a610-4e04-873f-be6676f92f94      , 0170ebe6-8ffa-4469-8a09-e043ab07b244 ,127,3,19, CZ27500K6X   
 ce04b9c3-e291-4054-a1c5-2d3c7961f321:Datacenter:datacenter-2      , bdfb6357-a610-4e04-873f-be6676f92f94      , 0170ebe6-8ffa-4469-8a09-e043ab07b244 ,127,3,75, CZ27500K6V   
 56c55b96-35c2-4909-9df4-248c657dcf2c:Datacenter:datacenter-41     , 14a510b3-887f-4d88-b302-a334ade9b191      , 0170ebe6-8ffa-4469-8a09-e043ab07b244 ,17,2,9, CZ293707PC   
 5532482e-6810-4f6d-a090-837c2887272f:Datacenter:datacenter-2      , 15810f98-12ec-4cae-b3a8-93214fe2ed5e      , 01a5e552-a138-4420-ae61-3614d3626573 ,92,6,14, CZ294802MG   
 5532482e-6810-4f6d-a090-837c2887272f:Datacenter:datacenter-2      , 15810f98-12ec-4cae-b3a8-93214fe2ed5e      , 01a5e552-a138-4420-ae61-3614d3626573 ,92,6,4, CZ294802MC   
 5532482e-6810-4f6d-a090-837c2887272f:Datacenter:datacenter-2      , 15810f98-12ec-4cae-b3a8-93214fe2ed5e      , 01a5e552-a138-4420-ae61-3614d3626573 ,92,6,17, CZ294802MH   
 5532482e-6810-4f6d-a090-837c2887272f:Datacenter:datacenter-2      , 15810f98-12ec-4cae-b3a8-93214fe2ed5e      , 01a5e552-a138-4420-ae61-3614d3626573 ,92,6,13, CZ294804CK   
 5532482e-6810-4f6d-a090-837c2887272f:Datacenter:datacenter-2      , 15810f98-12ec-4cae-b3a8-93214fe2ed5e      , 01a5e552-a138-4420-ae61-3614d3626573 ,92,6,37, CZ294802MF   
 5532482e-6810-4f6d-a090-837c2887272f:Datacenter:datacenter-2      , 15810f98-12ec-4cae-b3a8-93214fe2ed5e      , 01a5e552-a138-4420-ae61-3614d3626573 ,92,6,7, CZ294802MD   
 408487bd-2396-477d-8f6a-40c2886a705c:Datacenter:datacenter-2      , f74abb80-834e-4bae-972f-a1a7cf343eba      , 01eae747-de36-4ed5-96a0-c7dad5c6dc5a ,12,2,11, CZ20020RKR   
 408487bd-2396-477d-8f6a-40c2886a705c:Datacenter:datacenter-2      , f74abb80-834e-4bae-972f-a1a7cf343eba      , 01eae747-de36-4ed5-96a0-c7dad5c6dc5a ,12,2,1, CZ20020RKQ   
 d1f55f52-5f48-4773-9737-b99d7daaf358:Datacenter:datacenter-2      , 2cd7578c-2b13-4902-a604-b8e005fb4bbb      , 01fdbdc1-7d46-40a2-9dd6-afcb87d90274 ,33,2,15, CZ20090H28   
 d1f55f52-5f48-4773-9737-b99d7daaf358:Datacenter:datacenter-2      , 2cd7578c-2b13-4902-a604-b8e005fb4bbb      , 01fdbdc1-7d46-40a2-9dd6-afcb87d90274 ,33,2,18, CZ20090H29   
 03fe5991-a8f2-4236-9c02-06ffb4d05aec:Datacenter:datacenter-79     , d91a8d13-8ab1-4019-a1bd-ec430f5c33f5      , 021099e1-66bf-445a-9f2d-c320b3713790 ,63,4,10, CZ3920T74Y   
 03fe5991-a8f2-4236-9c02-06ffb4d05aec:Datacenter:datacenter-79     , d91a8d13-8ab1-4019-a1bd-ec430f5c33f5      , 021099e1-66bf-445a-9f2d-c320b3713790 ,63,4,16, CZ3920T75M   
 03fe5991-a8f2-4236-9c02-06ffb4d05aec:Datacenter:datacenter-79     , d91a8d13-8ab1-4019-a1bd-ec430f5c33f5      , 021099e1-66bf-445a-9f2d-c320b3713790 ,63,4,15, CZ3920T75R   
 03fe5991-a8f2-4236-9c02-06ffb4d05aec:Datacenter:datacenter-79     , d91a8d13-8ab1-4019-a1bd-ec430f5c33f5      , 021099e1-66bf-445a-9f2d-c320b3713790 ,63,4,22, CZ3920T75P   
 bc22036f-a245-467f-aa9c-c87b71679286:Datacenter:datacenter-21     , a246b2b1-290b-410c-a4e0-34f58efe426b      , 027763c4-7c0d-4799-a85d-2ec22295599b ,226,7,27, 2M282205LD   
 bc22036f-a245-467f-aa9c-c87b71679286:Datacenter:datacenter-21     , a246b2b1-290b-410c-a4e0-34f58efe426b      , 027763c4-7c0d-4799-a85d-2ec22295599b ,226,7,35, 2M282205LF   
 bc22036f-a245-467f-aa9c-c87b71679286:Datacenter:datacenter-21     , a246b2b1-290b-410c-a4e0-34f58efe426b      , 027763c4-7c0d-4799-a85d-2ec22295599b ,226,7,32, 2M275004V0   
 bc22036f-a245-467f-aa9c-c87b71679286:Datacenter:datacenter-21     , a246b2b1-290b-410c-a4e0-34f58efe426b      , 027763c4-7c0d-4799-a85d-2ec22295599b ,226,7,37, 2M275004V4   
 bc22036f-a245-467f-aa9c-c87b71679286:Datacenter:datacenter-21     , a246b2b1-290b-410c-a4e0-34f58efe426b      , 027763c4-7c0d-4799-a85d-2ec22295599b ,226,7,29, 2M275004V5   
 bc22036f-a245-467f-aa9c-c87b71679286:Datacenter:datacenter-21     , a246b2b1-290b-410c-a4e0-34f58efe426b      , 027763c4-7c0d-4799-a85d-2ec22295599b ,226,7,36, 2M275004V2   
 b9b30b5e-09f9-4f32-b560-a844349a54a9:Datacenter:datacenter-2      , 5fc8a788-578f-47f7-89c8-064418c56c63      , 027763c4-7c0d-4799-a85d-2ec22295599b ,29,2,13, 2M275004TZ   
 b9b30b5e-09f9-4f32-b560-a844349a54a9:Datacenter:datacenter-2      , 5fc8a788-578f-47f7-89c8-064418c56c63      , 027763c4-7c0d-4799-a85d-2ec22295599b ,29,2,16, 2M275004V3   
 bc22036f-a245-467f-aa9c-c87b71679286:Datacenter:datacenter-21     , a246b2b1-290b-410c-a4e0-34f58efe426b      , 027763c4-7c0d-4799-a85d-2ec22295599b ,226,7,30, 2M275004V6   
 ab0abd3f-973d-4d32-8a34-6313c3d6cfdc:Datacenter:datacenter-2      , d99132fe-29c9-48c7-9d27-3949016bf745      , 028e38fb-f9a6-4e25-b7f1-a73e94023d6b ,5,1,5, CZ295203MZ   
 d2f82b25-2a87-4a8f-8bbd-deeb125955ef:Datacenter:datacenter-2      , c8fb5f9e-a1cc-46aa-b972-1cb6e8f57daa      , 028e38fb-f9a6-4e25-b7f1-a73e94023d6b ,63,2,31, CZ3835BL0N   
 d2f82b25-2a87-4a8f-8bbd-deeb125955ef:Datacenter:datacenter-2      , c8fb5f9e-a1cc-46aa-b972-1cb6e8f57daa      , 028e38fb-f9a6-4e25-b7f1-a73e94023d6b ,63,2,32, CZ3835BL0L   
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,64, 4XWG8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,12, 8S9L8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,20, 8SGG8F2      
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,66, 4Y5L8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,13, 8SCG8F2      
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,66, 3SX1TF2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,7, FY8LND2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,20, FY9DND2      
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,60, 4XZD8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,24, 8SHG8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,8, FY8KND2      
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,35, FY8NND2      
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,13, FY8PND2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,13, 4XWD8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,28, 4XWJ8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,20, FY8MND2      
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,52, 4XWH8F2      
 da9c0931-5b7c-4eec-a418-6e4631dc015e:Datacenter:datacenter-21     , 4a860cbf-9f7d-4536-ac3a-e1d9f6436b0d      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,372,8,16, 4Y0L8F2      
 fd1216f1-fee5-4a27-97d6-b792c15bcc0e:Datacenter:datacenter-21     , cc7c99c1-42c2-463d-80b7-556c4e043483      , 02ecb1c2-4321-4b67-a227-de1b8767079d ,194,11,29, 4XWF8F2      
 98127d74-805c-4edc-bdcb-7d404c674969:Datacenter:datacenter-2      , 0ea9845b-0b1c-4e3f-a825-da5d1ac67911      , 03b9e823-25b5-4616-af8c-eff573cea93e ,137,4,25, CZ3847K2G5   
 98127d74-805c-4edc-bdcb-7d404c674969:Datacenter:datacenter-2      , 0ea9845b-0b1c-4e3f-a825-da5d1ac67911      , 03b9e823-25b5-4616-af8c-eff573cea93e ,137,4,23, CZ3847K2G8   
 98127d74-805c-4edc-bdcb-7d404c674969:Datacenter:datacenter-2      , 0ea9845b-0b1c-4e3f-a825-da5d1ac67911      , 03b9e823-25b5-4616-af8c-eff573cea93e ,137,4,36, CZ3847K2G7   
 98127d74-805c-4edc-bdcb-7d404c674969:Datacenter:datacenter-2      , 0ea9845b-0b1c-4e3f-a825-da5d1ac67911      , 03b9e823-25b5-4616-af8c-eff573cea93e ,137,4,53, CZ3847K2G6   
 39b6af5e-a098-47b8-b91d-1eb9e26e7e1e:Datacenter:datacenter-2      , a6b9f75a-e27f-4f19-a6e5-d2cca8fd2156      , 040145db-6a07-48bf-8bf3-6d14d0ad72dd ,13,2,3, SGH944YTMP   
 39b6af5e-a098-47b8-b91d-1eb9e26e7e1e:Datacenter:datacenter-2      , a6b9f75a-e27f-4f19-a6e5-d2cca8fd2156      , 040145db-6a07-48bf-8bf3-6d14d0ad72dd ,13,2,10, SGH944YTMM   
 fb440903-5f35-4db9-9b69-e161e31a4ddc:Datacenter:datacenter-105398 , 9c548210-3148-4820-9a62-e41c0f99ffb1      , 04247969-9dbe-4091-8651-06df621d0017 ,18,2,7, CZ20150CWB   
 fb440903-5f35-4db9-9b69-e161e31a4ddc:Datacenter:datacenter-105398 , 9c548210-3148-4820-9a62-e41c0f99ffb1      , 04247969-9dbe-4091-8651-06df621d0017 ,18,2,11, CZ20150CWH   
 37e3a8ba-a96c-434a-a388-e8192abf74b7:Datacenter:datacenter-2      , a01c9e9f-7413-4cd5-af9e-9f3e6b8579eb      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,41,4,18, CZ20060FXW   
 9a094424-7009-44f2-b560-882613008c2a:Datacenter:datacenter-2      , c7e09819-7b7d-4481-98a6-b2f9de9e6f59      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,36,4,7, CZ20060FXM   
 37e3a8ba-a96c-434a-a388-e8192abf74b7:Datacenter:datacenter-2      , a01c9e9f-7413-4cd5-af9e-9f3e6b8579eb      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,41,4,3, CZ20060FXX   
 37e3a8ba-a96c-434a-a388-e8192abf74b7:Datacenter:datacenter-2      , a01c9e9f-7413-4cd5-af9e-9f3e6b8579eb      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,41,4,5, CZ20060FXY   
 9a094424-7009-44f2-b560-882613008c2a:Datacenter:datacenter-2      , c7e09819-7b7d-4481-98a6-b2f9de9e6f59      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,36,4,8, CZ20060FXN   
 9a094424-7009-44f2-b560-882613008c2a:Datacenter:datacenter-2      , c7e09819-7b7d-4481-98a6-b2f9de9e6f59      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,36,4,9, CZ20060FXK   
 9a094424-7009-44f2-b560-882613008c2a:Datacenter:datacenter-2      , c7e09819-7b7d-4481-98a6-b2f9de9e6f59      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,36,4,12, CZ20060FXL   
 37e3a8ba-a96c-434a-a388-e8192abf74b7:Datacenter:datacenter-2      , a01c9e9f-7413-4cd5-af9e-9f3e6b8579eb      , 0459d2a8-c2bc-4865-ad8e-c897b9d1132c ,41,4,15, CZ20060FXV   
 202a1d78-535d-4e6f-9fb3-203a39db92a3:Datacenter:datacenter-28     , 59575ba3-7053-4f40-a521-3d2d504e8021      , 045d59ca-a150-4f37-83db-de7175b17a52 ,17,2,11, 8HNH182      
 202a1d78-535d-4e6f-9fb3-203a39db92a3:Datacenter:datacenter-28     , 59575ba3-7053-4f40-a521-3d2d504e8021      , 045d59ca-a150-4f37-83db-de7175b17a52 ,17,2,6, BY70182      
 202a1d78-535d-4e6f-9fb3-203a39db92a3:Datacenter:datacenter-35     , 692ab6d6-cf9d-45fd-9a4d-5f34f7b43108      , 045d59ca-a150-4f37-83db-de7175b17a52 ,3,1,3, 2T37J02      
 32496d80-06b1-4e8e-a000-df64434cb91e:Datacenter:datacenter-2      , e2e7427b-f6b3-4906-858e-557feb8b9c59      , 04635759-bf72-4eab-ace3-c62def98fd7b ,2,4,0, CZ20090FM6   
 32496d80-06b1-4e8e-a000-df64434cb91e:Datacenter:datacenter-2      , e2e7427b-f6b3-4906-858e-557feb8b9c59      , 04635759-bf72-4eab-ace3-c62def98fd7b ,2,4,0, CZ20090FM4   
 32496d80-06b1-4e8e-a000-df64434cb91e:Datacenter:datacenter-2      , e2e7427b-f6b3-4906-858e-557feb8b9c59      , 04635759-bf72-4eab-ace3-c62def98fd7b ,2,4,1, CZ20090FM5   
 32496d80-06b1-4e8e-a000-df64434cb91e:Datacenter:datacenter-2      , e2e7427b-f6b3-4906-858e-557feb8b9c59      , 04635759-bf72-4eab-ace3-c62def98fd7b ,2,4,1, CZ20090FM7   
 23a4716e-841c-4df7-8de5-916165eb996b:Datacenter:datacenter-18     , 0a8a0575-b613-4528-bee7-bdac8a021514      , 0467d376-0137-4f34-be37-a1cebe80a455 ,41,3,10, SGH006Y3MF   
 23a4716e-841c-4df7-8de5-916165eb996b:Datacenter:datacenter-18     , 0a8a0575-b613-4528-bee7-bdac8a021514      , 0467d376-0137-4f34-be37-a1cebe80a455 ,41,3,16, SGH006Y3MC   
 23a4716e-841c-4df7-8de5-916165eb996b:Datacenter:datacenter-18     , 0a8a0575-b613-4528-bee7-bdac8a021514      , 0467d376-0137-4f34-be37-a1cebe80a455 ,41,3,15, SGH006Y3MD   
 fc0f7d3a-d3b9-4eb3-ae2a-2e74daf64b20:Datacenter:datacenter-21     , 2b6baefb-107d-49e9-a95b-fe07bea67196      , 046d4fdd-b2da-4753-be84-e9e674d664f2 ,32,3,13, CZ3902MB7K   
 fc0f7d3a-d3b9-4eb3-ae2a-2e74daf64b20:Datacenter:datacenter-21     , 2b6baefb-107d-49e9-a95b-fe07bea67196      , 046d4fdd-b2da-4753-be84-e9e674d664f2 ,32,3,14, CZ3902MB8H   
 fc0f7d3a-d3b9-4eb3-ae2a-2e74daf64b20:Datacenter:datacenter-21     , 2b6baefb-107d-49e9-a95b-fe07bea67196      , 046d4fdd-b2da-4753-be84-e9e674d664f2 ,32,3,5, CZ3902MB8F   
